jegyzes_nap,piac,termek,tipus,szallitas_kezdete,szallitas_vege,ar
2026-07-17,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,153.0
2026-07-17,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,162.5
2026-07-17,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,154.75
2026-07-17,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,125.5
2026-07-17,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,103.0
2026-07-17,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,102.0
2026-07-17,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,93.0
2026-07-20,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,162.0
2026-07-20,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,160.1
2026-07-20,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,165.0
2026-07-20,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,155.5
2026-07-20,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,125.9
2026-07-20,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,104.3
2026-07-20,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,103.5
2026-07-20,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,92.75
2026-07-21,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,163.0
2026-07-21,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,161.75
2026-07-21,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,167.0
2026-07-21,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,156.75
2026-07-21,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,127.75
2026-07-21,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,104.0
2026-07-21,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,104.0
2026-07-21,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,93.5
2026-07-22,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,171.0
2026-07-22,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,170.8
2026-07-22,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,173.0
2026-07-22,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,162.0
2026-07-22,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,130.5
2026-07-22,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,108.0
2026-07-22,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,106.8
2026-07-22,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,95.5
2026-07-23,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,171.0
2026-07-23,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,168.5
2026-07-23,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,171.0
2026-07-23,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,160.0
2026-07-23,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,131.0
2026-07-23,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,107.0
2026-07-23,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,106.75
2026-07-23,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,95.0
2026-07-24,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,173.7
2026-07-24,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,169.6
2026-07-24,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,174.0
2026-07-24,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,162.8
2026-07-24,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,132.6
2026-07-24,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,108.7
2026-07-24,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,107.3
2026-07-24,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,95.0
2026-07-27,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,167.0
2026-07-27,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,166.2
2026-07-27,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,168.0
2026-07-27,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,157.25
2026-07-27,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,129.6
2026-07-27,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,106.0
2026-07-27,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,105.5
2026-07-27,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.85
2026-07-28,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,165.5
2026-07-28,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,169.0
2026-07-28,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,165.5
2026-07-28,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,153.5
2026-07-28,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,126.25
2026-07-28,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,102.5
2026-07-28,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,103.5
2026-07-28,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,93.75
2026-07-29,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,170.8
2026-07-29,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,169.0
2026-07-29,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,171.5
2026-07-29,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,160.5
2026-07-29,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,128.4
2026-07-29,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,104.25
2026-07-29,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,105.0
2026-07-29,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.7
2026-07-30,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,173.0
2026-07-30,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,164.0
2026-07-30,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,168.75
2026-07-30,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,158.5
2026-07-30,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,127.75
2026-07-30,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,102.5
2026-07-30,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,104.5
2026-07-30,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.5
2026-07-31,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,178.5
2026-07-31,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,179.0
2026-07-31,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,171.0
2026-07-31,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,159.0
2026-07-31,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,127.0
2026-07-31,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,101.5
2026-07-31,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,105.0
2026-07-31,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.25
2026-08-03,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,169.5
2026-08-03,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,163.0
2026-08-03,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,167.0
2026-08-03,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,175.0
2026-08-03,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,156.0
2026-08-03,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,125.0
2026-08-03,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,99.5
2026-08-03,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,103.5
2026-08-03,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.0
2026-08-04,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,171.3
2026-08-04,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,164.2
2026-08-04,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,168.0
2026-08-04,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,175.5
2026-08-04,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,156.8
2026-08-04,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,125.0
2026-08-04,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,99.8
2026-08-04,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,103.6
2026-08-04,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.0
2026-08-05,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,162.5
2026-08-05,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,161.0
2026-08-05,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,162.5
2026-08-05,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,172.5
2026-08-05,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,153.0
2026-08-05,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,123.6
2026-08-05,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,102.3
2026-08-05,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,103.0
2026-08-05,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.0
2026-08-06,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,161.5
2026-08-06,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,156.0
2026-08-06,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,161.5
2026-08-06,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,169.0
2026-08-06,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,151.5
2026-08-06,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,122.75
2026-08-06,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,98.0
2026-08-06,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,103.0
2026-08-06,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,93.0
2026-08-07,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,164.0
2026-08-07,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,159.5
2026-08-07,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,164.0
2026-08-07,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,172.0
2026-08-07,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,155.5
2026-08-07,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,125.5
2026-08-07,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,100.5
2026-08-07,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,104.0
2026-08-07,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.0
2026-08-10,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,162.5
2026-08-10,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,164.5
2026-08-10,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,169.0
2026-08-10,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,176.0
2026-08-10,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,160.0
2026-08-10,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,127.0
2026-08-10,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,102.0
2026-08-10,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,104.5
2026-08-10,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.5
2026-08-11,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,163.5
2026-08-11,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,163.25
2026-08-11,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,169.0
2026-08-11,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,178.0
2026-08-11,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,159.0
2026-08-11,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,126.75
2026-08-11,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,102.0
2026-08-11,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,104.5
2026-08-11,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.25
2026-08-12,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,164.5
2026-08-12,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,166.0
2026-08-12,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,171.7
2026-08-12,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,187.0
2026-08-12,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,162.8
2026-08-12,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,128.65
2026-08-12,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,106.2
2026-08-12,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,105.2
2026-08-12,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.5
2026-08-13,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,161.0
2026-08-13,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,166.0
2026-08-13,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,169.3
2026-08-13,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,167.0
2026-08-13,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,161.0
2026-08-13,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,127.8
2026-08-13,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,102.6
2026-08-13,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,104.6
2026-08-13,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.1
2026-08-14,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,164.0
2026-08-14,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,168.0
2026-08-14,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,171.0
2026-08-14,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,181.0
2026-08-14,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,163.0
2026-08-14,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,128.75
2026-08-14,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,103.0
2026-08-14,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,105.0
2026-08-14,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.5
2026-08-17,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,159.25
2026-08-17,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,165.0
2026-08-17,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,172.0
2026-08-17,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,181.0
2026-08-17,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,163.0
2026-08-17,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,128.5
2026-08-17,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,103.0
2026-08-17,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,105.0
2026-08-17,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.5
2026-08-18,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,157.25
2026-08-18,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,166.0
2026-08-18,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,170.0
2026-08-18,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,179.0
2026-08-18,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,164.0
2026-08-18,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,128.65
2026-08-18,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,102.8
2026-08-18,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,104.75
2026-08-18,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.0
2026-08-19,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,159.0
2026-08-19,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,168.5
2026-08-19,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,173.25
2026-08-19,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,181.0
2026-08-19,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,166.0
2026-08-19,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,130.75
2026-08-19,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,104.0
2026-08-19,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,106.0
2026-08-19,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,94.5
2026-08-24,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,161.75
2026-08-24,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,173.5
2026-08-24,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,178.5
2026-08-24,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,183.0
2026-08-24,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,171.5
2026-08-24,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,135.0
2026-08-24,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,112.0
2026-08-24,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,109.0
2026-08-24,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,97.0
2026-08-25,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,167.0
2026-08-25,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,174.0
2026-08-25,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,178.0
2026-08-25,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,181.0
2026-08-25,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,171.0
2026-08-25,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,133.75
2026-08-25,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,107.0
2026-08-25,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,108.5
2026-08-25,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,96.75
2026-08-26,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,163.75
2026-08-26,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,169.5
2026-08-26,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,175.25
2026-08-26,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,183.25
2026-08-26,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,166.85
2026-08-26,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,132.5
2026-08-26,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,108.75
2026-08-26,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,106.75
2026-08-26,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,96.0
2026-08-27,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,167.3
2026-08-27,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,176.7
2026-08-27,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,178.0
2026-08-27,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,185.0
2026-08-27,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,172.0
2026-08-27,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,135.5
2026-08-27,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,111.5
2026-08-27,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,108.6
2026-08-27,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,96.7
2026-08-28,Villamos,2026. szeptember,Zsinór,2026-09-01,2026-09-30,169.5
2026-08-28,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,176.9
2026-08-28,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,180.2
2026-08-28,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,188.0
2026-08-28,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,173.3
2026-08-28,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,135.6
2026-08-28,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,110.5
2026-08-28,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,108.5
2026-08-28,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,97.2
2026-08-31,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,183.2
2026-08-31,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,185.5
2026-08-31,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,198.0
2026-08-31,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,178.5
2026-08-31,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,139.6
2026-08-31,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,116.4
2026-08-31,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,110.0
2026-08-31,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,97.7
2026-09-01,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,185.75
2026-09-01,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,187.25
2026-09-01,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,198.5
2026-09-01,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,181.5
2026-09-01,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,140.0
2026-09-01,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,113.0
2026-09-01,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,110.5
2026-09-01,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,98.5
2026-09-02,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,190.0
2026-09-02,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,194.25
2026-09-02,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,202.5
2026-09-02,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,194.0
2026-09-02,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,186.75
2026-09-02,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,144.5
2026-09-02,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,118.0
2026-09-02,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,113.0
2026-09-02,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,99.75
2026-09-03,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,191.0
2026-09-03,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,194.0
2026-09-03,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,201.0
2026-09-03,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,192.5
2026-09-03,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,186.5
2026-09-03,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,144.0
2026-09-03,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,120.0
2026-09-03,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,112.7
2026-09-03,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,100.7
2026-09-04,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,187.98
2026-09-04,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,192.86
2026-09-04,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,201.82
2026-09-04,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,189.75
2026-09-04,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,185.74
2026-09-04,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,143.75
2026-09-04,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,117.75
2026-09-04,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,113.8
2026-09-04,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,100.5
2026-09-07,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,190.0
2026-09-07,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,194.4
2026-09-07,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,202.1
2026-09-07,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,193.5
2026-09-07,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,188.65
2026-09-07,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,147.6
2026-09-07,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,120.8
2026-09-07,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,114.0
2026-09-07,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,101.1
2026-09-08,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,188.2
2026-09-08,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,195.4
2026-09-08,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,203.3
2026-09-08,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,195.7
2026-09-08,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,190.7
2026-09-08,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,149.2
2026-09-08,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,121.5
2026-09-08,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,115.8
2026-09-08,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,102.8
2026-09-09,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,192.5
2026-09-09,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,199.5
2026-09-09,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,207.0
2026-09-09,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,200.25
2026-09-09,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,196.2
2026-09-09,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,150.5
2026-09-09,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,125.75
2026-09-09,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,115.5
2026-09-09,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,102.0
2026-09-11,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,197.0
2026-09-11,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,205.25
2026-09-11,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,212.5
2026-09-11,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,206.5
